CELL_LINE,COMBINATION_ID,OBSERVATION
MDA-MB-361,AKT_1.BCL2_2,6.184136
MDA-MB-436,AKT_1.BCL2_2,16.67653
MDA-MB-453,AKT_1.BCL2_2,-15.33801
BT-549,AKT_1.BCL2_BCL2L1,8.523461
CAL-148,AKT_1.BCL2_BCL2L1,10.64219
CAMA-1,AKT_1.BCL2_BCL2L1,15.16021
DU-4475,AKT_1.BCL2_BCL2L1,0.7674337
HCC1187,AKT_1.BCL2_BCL2L1,-1.40555
HCC1937,AKT_1.BCL2_BCL2L1,14.94563
HCC38,AKT_1.BCL2_BCL2L1,15.21561
HCC70,AKT_1.BCL2_BCL2L1,-7.565757
Hs-578-T,AKT_1.BCL2_BCL2L1,-2.610332
MDA-MB-468,AKT_1.BCL2_BCL2L1,29.662
MFM-223,AKT_1.BCL2_BCL2L1,14.16864
M14,AKT_1.BCL2_BCL2L1,19.4639
647-V,ATR_4.BCL2_BCL2L1,6.567665
BFTC-905,ATR_4.BCL2_BCL2L1,20.57419
HT-1197,ATR_4.BCL2_BCL2L1,14.3023
HT-1376,ATR_4.BCL2_BCL2L1,-9.038782
J82,ATR_4.BCL2_BCL2L1,-47.5512
KU-19-19,ATR_4.BCL2_BCL2L1,5.012003
TCCSUP,ATR_4.BCL2_BCL2L1,12.53989
UM-UC-3,ATR_4.BCL2_BCL2L1,40.95128
VM-CUB-1,ATR_4.BCL2_BCL2L1,2.390643
CAL-51,BCL2_BCL2L1.FGFR,4.53158
CAMA-1,BCL2_BCL2L1.FGFR,-24.96139
DU-4475,BCL2_BCL2L1.FGFR,-1.522478
HCC1143,BCL2_BCL2L1.FGFR,-4.378617
HCC1428,BCL2_BCL2L1.FGFR,-46.11111
HCC1806,BCL2_BCL2L1.FGFR,2.45113
HCC38,BCL2_BCL2L1.FGFR,8.291264
HCC70,BCL2_BCL2L1.FGFR,-41.02046
Hs-578-T,BCL2_BCL2L1.FGFR,11.37323
MDA-MB-157,BCL2_BCL2L1.FGFR,24.03855
MDA-MB-436,BCL2_BCL2L1.FGFR,-9.931216
MDA-MB-453,BCL2_BCL2L1.FGFR,16.31893
MDA-MB-468,BCL2_BCL2L1.FGFR,28.8835
BT-20,BCL2_BCL2L1.MAP2K_1,14.85647
BT-549,BCL2_BCL2L1.MAP2K_1,19.35662
CAL-51,BCL2_BCL2L1.MAP2K_1,-1.698441
CAMA-1,BCL2_BCL2L1.MAP2K_1,12.95588
DU-4475,BCL2_BCL2L1.MAP2K_1,0.3758422
HCC1187,BCL2_BCL2L1.MAP2K_1,-8.885992
HCC1395,BCL2_BCL2L1.MAP2K_1,-2.01211
HCC1806,BCL2_BCL2L1.MAP2K_1,-0.1645953
MDA-MB-231,BCL2_BCL2L1.MAP2K_1,-1.035023
MFM-223,BCL2_BCL2L1.MAP2K_1,-22.51192
M14,BCL2_BCL2L1.MAP2K_1,33.06074
BT-20,BCL2_BCL2L1.PIK3CA_4,17.25327
CAL-148,BCL2_BCL2L1.PIK3CA_4,-7.164776
CAL-51,BCL2_BCL2L1.PIK3CA_4,14.90884
CAMA-1,BCL2_BCL2L1.PIK3CA_4,-18.13011
HCC1143,BCL2_BCL2L1.PIK3CA_4,6.665121
HCC1395,BCL2_BCL2L1.PIK3CA_4,-17.58875
HCC1428,BCL2_BCL2L1.PIK3CA_4,-1.859749
HCC1806,BCL2_BCL2L1.PIK3CA_4,-9.873476
HCC1937,BCL2_BCL2L1.PIK3CA_4,11.02137
MDA-MB-231,BCL2_BCL2L1.PIK3CA_4,12.39044
MDA-MB-453,BCL2_BCL2L1.PIK3CA_4,12.54289
MDA-MB-468,BCL2_BCL2L1.PIK3CA_4,-3.593691
BT-20,AKT.BCL2L1,90.44495
BT-474,AKT.BCL2L1,118.1512
EVSA-T,AKT.BCL2L1,-4.365317
HCC1187,AKT.BCL2L1,28.93864
HCC1569,AKT.BCL2L1,58.2951
HCC70,AKT.BCL2L1,2.542528
MDA-MB-415,AKT.BCL2L1,14.21987
MDA-MB-436,AKT.BCL2L1,-9.101048
MDA-MB-468,AKT.BCL2L1,12.64914
T47D,AKT.BCL2L1,21.49142
BT-20,AKT_1.BCL2L1,28.39611
BT-474,AKT_1.BCL2L1,68.97629
EVSA-T,AKT_1.BCL2L1,-6.225716
HCC1395,AKT_1.BCL2L1,-36.15216
HCC1569,AKT_1.BCL2L1,34.56813
HCC1954,AKT_1.BCL2L1,54.85981
HCC70,AKT_1.BCL2L1,1.768877
MCF7,AKT_1.BCL2L1,18.67458
MDA-MB-468,AKT_1.BCL2L1,-26.72691
T47D,AKT_1.BCL2L1,-2.339365
BT-474,BCL2L1.MTOR_1,36.22799
HCC1419,BCL2L1.MTOR_1,-2.710603
HCC1569,BCL2L1.MTOR_1,32.77316
HCC1954,BCL2L1.MTOR_1,62.07536
MCF7,BCL2L1.MTOR_1,7.439029
MDA-MB-157,BCL2L1.MTOR_1,33.89171
MDA-MB-361,BCL2L1.MTOR_1,36.53315
MDA-MB-415,BCL2L1.MTOR_1,56.23353
MDA-MB-468,BCL2L1.MTOR_1,-52.43165
T47D,BCL2L1.MTOR_1,2.610545
BT-474,BCL2L1.PIK3C,80.88263
CAMA-1,BCL2L1.PIK3C,31.33833
EVSA-T,BCL2L1.PIK3C,-1.924536
HCC1187,BCL2L1.PIK3C,42.93897
HCC1395,BCL2L1.PIK3C,-35.29034
HCC1569,BCL2L1.PIK3C,34.69914
HCC70,BCL2L1.PIK3C,-49.92337
MDA-MB-157,BCL2L1.PIK3C,40.40864
MDA-MB-415,BCL2L1.PIK3C,51.03849
MDA-MB-468,BCL2L1.PIK3C,-15.56534
BT-474,BRAF_M2.MAP2K_1,57.90503
CAMA-1,BRAF_M2.MAP2K_1,15.82581
EVSA-T,BRAF_M2.MAP2K_1,2.739398
HCC1187,BRAF_M2.MAP2K_1,58.33042
HCC1395,BRAF_M2.MAP2K_1,-105.215
HCC1419,BRAF_M2.MAP2K_1,71.11819
HCC1569,BRAF_M2.MAP2K_1,24.46243
MCF7,BRAF_M2.MAP2K_1,19.74222
MDA-MB-415,BRAF_M2.MAP2K_1,3.201456
MDA-MB-436,BRAF_M2.MAP2K_1,85.6308
MDA-MB-453,BRAF_M2.MAP2K_1,82.21023
MDA-MB-468,BRAF_M2.MAP2K_1,110.0426
T47D,BRAF_M2.MAP2K_1,15.15309
A549,BRAF_M2.MAP2K_3,72.17994
BT-20,BRAF_M2.MAP2K_3,30.27155
BT-474,BRAF_M2.MAP2K_3,50.9503
Calu-3,BRAF_M2.MAP2K_3,69.60122
DMS-114,BRAF_M2.MAP2K_3,100.7365
EVSA-T,BRAF_M2.MAP2K_3,-16.95827
HCC1395,BRAF_M2.MAP2K_3,-84.48736
HCC1569,BRAF_M2.MAP2K_3,14.6339
MCF7,BRAF_M2.MAP2K_3,25.68089
MDA-MB-157,BRAF_M2.MAP2K_3,21.29198
MDA-MB-436,BRAF_M2.MAP2K_3,59.04679
MDA-MB-453,BRAF_M2.MAP2K_3,95.24409
NCI-H1299,BRAF_M2.MAP2K_3,61.87433
NCI-H1437,BRAF_M2.MAP2K_3,9.590594
NCI-H1563,BRAF_M2.MAP2K_3,20.85179
NCI-H1703,BRAF_M2.MAP2K_3,36.30788
NCI-H1793,BRAF_M2.MAP2K_3,43.42115
NCI-H2170,BRAF_M2.MAP2K_3,-3.907671
NCI-H2228,BRAF_M2.MAP2K_3,64.56711
NCI-H3122,BRAF_M2.MAP2K_3,75.28513
NCI-H520,BRAF_M2.MAP2K_3,104.7569
NCI-H838,BRAF_M2.MAP2K_3,66.67803
T47D,BRAF_M2.MAP2K_3,28.49418
A549,ATR_4.CarboTaxol,3.714424
BT-474,ATR_4.CarboTaxol,-10.26601
Calu-3,ATR_4.CarboTaxol,-81.2288
Calu-6,ATR_4.CarboTaxol,2.335289
CAMA-1,ATR_4.CarboTaxol,15.46098
DMS-114,ATR_4.CarboTaxol,34.95805
EVSA-T,ATR_4.CarboTaxol,42.2006
HCC1395,ATR_4.CarboTaxol,0.07339904
HCC1954,ATR_4.CarboTaxol,-36.58125
MCF7,ATR_4.CarboTaxol,-6.973714
MDA-MB-361,ATR_4.CarboTaxol,0.1283973
MDA-MB-415,ATR_4.CarboTaxol,-5.234969
NCI-H1437,ATR_4.CarboTaxol,13.46476
NCI-H1563,ATR_4.CarboTaxol,-42.298
NCI-H1793,ATR_4.CarboTaxol,-5.119503
NCI-H1975,ATR_4.CarboTaxol,-2.987985
NCI-H2170,ATR_4.CarboTaxol,-84.24795
NCI-H226,ATR_4.CarboTaxol,9.070451
NCI-H2291,ATR_4.CarboTaxol,23.43637
NCI-H23,ATR_4.CarboTaxol,-26.63165
NCI-H358,ATR_4.CarboTaxol,-45.68157
NCI-H520,ATR_4.CarboTaxol,-22.20968
NCI-H522,ATR_4.CarboTaxol,22.37053
NCI-H838,ATR_4.CarboTaxol,-7.436251
T47D,ATR_4.CarboTaxol,-32.39221
A549,BCL2L1.CarboTaxol,22.42314
Calu-3,BCL2L1.CarboTaxol,4.402617
Calu-6,BCL2L1.CarboTaxol,6.415182
DMS-114,BCL2L1.CarboTaxol,17.17963
NCI-H1703,BCL2L1.CarboTaxol,15.65201
NCI-H2085,BCL2L1.CarboTaxol,95.21907
NCI-H2170,BCL2L1.CarboTaxol,-66.07189
NCI-H226,BCL2L1.CarboTaxol,36.85192
NCI-H2291,BCL2L1.CarboTaxol,107.0726
NCI-H3122,BCL2L1.CarboTaxol,19.0957
NCI-H358,BCL2L1.CarboTaxol,48.02275
NCI-H520,BCL2L1.CarboTaxol,-15.04715
NCI-H522,BCL2L1.CarboTaxol,42.10996
NCI-H838,BCL2L1.CarboTaxol,10.43127
647-V,CHEK1.IAP,29.25684
Calu-3,CHEK1.IAP,-50.93981
Calu-6,CHEK1.IAP,-7.594529
DMS-114,CHEK1.IAP,12.83989
HT-1376,CHEK1.IAP,27.68068
J82,CHEK1.IAP,14.52455
KU-19-19,CHEK1.IAP,-34.58533
NCI-H1437,CHEK1.IAP,-29.82683
NCI-H1563,CHEK1.IAP,-32.06632
NCI-H1975,CHEK1.IAP,-7.679866
NCI-H2085,CHEK1.IAP,-6.608711
NCI-H2170,CHEK1.IAP,-28.3524
NCI-H2228,CHEK1.IAP,-2.468558
NCI-H226,CHEK1.IAP,13.69409
NCI-H2291,CHEK1.IAP,22.00043
NCI-H358,CHEK1.IAP,34.8975
TCCSUP,CHEK1.IAP,-9.259832
UM-UC-3,CHEK1.IAP,-10.16303
VM-CUB-1,CHEK1.IAP,-4.151248
BT-20,AKT.Chloroquine,18.41805
CAMA-1,AKT.Chloroquine,-1.063422
EVSA-T,AKT.Chloroquine,1.589139
HCC1395,AKT.Chloroquine,-17.89879
HCC1419,AKT.Chloroquine,15.59449
HCC70,AKT.Chloroquine,64.59052
MCF7,AKT.Chloroquine,9.967568
MDA-MB-436,AKT.Chloroquine,4.170554
MDA-MB-453,AKT.Chloroquine,20.20307
MDA-MB-468,AKT.Chloroquine,-43.22656
BT-474,AKT_1.Chloroquine,-24.49662
EVSA-T,AKT_1.Chloroquine,-5.370052
HCC1395,AKT_1.Chloroquine,-18.58797
HCC1569,AKT_1.Chloroquine,20.39265
HCC1954,AKT_1.Chloroquine,40.21481
MCF7,AKT_1.Chloroquine,-95.40361
MDA-MB-157,AKT_1.Chloroquine,-8.991378
MDA-MB-436,AKT_1.Chloroquine,-20.33754
MDA-MB-468,AKT_1.Chloroquine,-47.95606
T47D,AKT_1.Chloroquine,-46.70657
BT-474,Chloroquine.PIK3C,-35.51228
CAMA-1,Chloroquine.PIK3C,23.1871
EVSA-T,Chloroquine.PIK3C,32.07897
HCC1187,Chloroquine.PIK3C,8.914879
HCC1395,Chloroquine.PIK3C,42.67767
HCC1954,Chloroquine.PIK3C,-11.06434
HCC70,Chloroquine.PIK3C,24.48868
MCF7,Chloroquine.PIK3C,-19.20453
MDA-MB-361,Chloroquine.PIK3C,12.50399
MDA-MB-415,Chloroquine.PIK3C,24.19537
MDA-MB-468,Chloroquine.PIK3C,14.34061
647-V,AKT.Cisplatin,12.96846
BFTC-905,AKT.Cisplatin,16.12461
J82,AKT.Cisplatin,3.02897
KU-19-19,AKT.Cisplatin,-1.031448
TCCSUP,AKT.Cisplatin,33.95664
UM-UC-3,AKT.Cisplatin,25.82214
647-V,Cisplatin.FGFR,1.529579
BFTC-905,Cisplatin.FGFR,23.23026
J82,Cisplatin.FGFR,26.2576
KU-19-19,Cisplatin.FGFR,-57.77932
SW780,Cisplatin.FGFR,-4.292409
TCCSUP,Cisplatin.FGFR,12.23501
BFTC-905,Cisplatin.HDAC_4,-15.31246
J82,Cisplatin.HDAC_4,22.90047
KU-19-19,Cisplatin.HDAC_4,-59.94831
T-24,Cisplatin.HDAC_4,-20.1918
TCCSUP,Cisplatin.HDAC_4,-3.986023
VM-CUB-1,Cisplatin.HDAC_4,-0.0207042
J82,Cisplatin.PARP1,13.76886
KU-19-19,Cisplatin.PARP1,-72.57931
SW780,Cisplatin.PARP1,4.376081
TCCSUP,Cisplatin.PARP1,19.62715
UM-UC-3,Cisplatin.PARP1,25.22937
VM-CUB-1,Cisplatin.PARP1,-6.516702
HT-1376,Cisplatin.PIK3C,7.992271
KU-19-19,Cisplatin.PIK3C,-75.46791
SW780,Cisplatin.PIK3C,-27.46162
T-24,Cisplatin.PIK3C,-1.497248
TCCSUP,Cisplatin.PIK3C,2.463675
VM-CUB-1,Cisplatin.PIK3C,8.927432
BT-20,AKT.CSNK2A1_2,11.97265
BT-474,AKT.CSNK2A1_2,26.24696
CAMA-1,AKT.CSNK2A1_2,9.03033
HCC1187,AKT.CSNK2A1_2,17.54654
HCC70,AKT.CSNK2A1_2,-5.610764
MCF7,AKT.CSNK2A1_2,35.20325
MDA-MB-361,AKT.CSNK2A1_2,8.781843
MDA-MB-415,AKT.CSNK2A1_2,15.69866
MDA-MB-453,AKT.CSNK2A1_2,31.0332
MDA-MB-468,AKT.CSNK2A1_2,73.59342
Calu-6,ALK.CSNK2A1_2,15.53071
DMS-114,ALK.CSNK2A1_2,6.1302
NCI-H1299,ALK.CSNK2A1_2,31.10096
NCI-H1437,ALK.CSNK2A1_2,40.90406
NCI-H1703,ALK.CSNK2A1_2,-10.13046
NCI-H1793,ALK.CSNK2A1_2,64.74079
NCI-H1975,ALK.CSNK2A1_2,15.75259
NCI-H2170,ALK.CSNK2A1_2,-11.04481
NCI-H2228,ALK.CSNK2A1_2,8.896638
NCI-H226,ALK.CSNK2A1_2,29.32795
NCI-H23,ALK.CSNK2A1_2,30.48773
NCI-H3122,ALK.CSNK2A1_2,20.94201
NCI-H358,ALK.CSNK2A1_2,31.65666
Calu-3,BCL2.CSNK2A1_2,-8.038611
DMS-114,BCL2.CSNK2A1_2,-14.16485
NCI-H1437,BCL2.CSNK2A1_2,69.18126
NCI-H1563,BCL2.CSNK2A1_2,32.83178
NCI-H1703,BCL2.CSNK2A1_2,6.982051
NCI-H2085,BCL2.CSNK2A1_2,22.06791
NCI-H2228,BCL2.CSNK2A1_2,10.06462
NCI-H226,BCL2.CSNK2A1_2,37.62887
NCI-H2291,BCL2.CSNK2A1_2,15.50704
NCI-H3122,BCL2.CSNK2A1_2,-11.98931
NCI-H520,BCL2.CSNK2A1_2,5.213011
NCI-H522,BCL2.CSNK2A1_2,31.0355
SW900,BCL2.CSNK2A1_2,25.16221
A549,CarboTaxol.CSNK2A1_2,-12.31963
Calu-3,CarboTaxol.CSNK2A1_2,-34.98904
Calu-6,CarboTaxol.CSNK2A1_2,-13.32579
DMS-114,CarboTaxol.CSNK2A1_2,-23.03497
NCI-H1563,CarboTaxol.CSNK2A1_2,-18.09395
NCI-H1703,CarboTaxol.CSNK2A1_2,-23.36322
NCI-H1793,CarboTaxol.CSNK2A1_2,22.0403
NCI-H2085,CarboTaxol.CSNK2A1_2,8.369753
NCI-H2170,CarboTaxol.CSNK2A1_2,-37.64538
NCI-H226,CarboTaxol.CSNK2A1_2,4.949405
NCI-H2291,CarboTaxol.CSNK2A1_2,5.587755
NCI-H3122,CarboTaxol.CSNK2A1_2,-34.26545
NCI-H520,CarboTaxol.CSNK2A1_2,-17.57887
SW900,CarboTaxol.CSNK2A1_2,-19.61161
Calu-6,Carboplatin.CSNK2A1_2,-3.080912
DMS-114,Carboplatin.CSNK2A1_2,-21.39331
NCI-H1563,Carboplatin.CSNK2A1_2,14.53352
NCI-H1793,Carboplatin.CSNK2A1_2,28.78011
NCI-H2170,Carboplatin.CSNK2A1_2,-11.91057
NCI-H2228,Carboplatin.CSNK2A1_2,9.203872
NCI-H226,Carboplatin.CSNK2A1_2,13.92972
NCI-H2291,Carboplatin.CSNK2A1_2,10.08948
NCI-H23,Carboplatin.CSNK2A1_2,-12.56483
NCI-H3122,Carboplatin.CSNK2A1_2,-3.072015
NCI-H520,Carboplatin.CSNK2A1_2,-1.091063
NCI-H522,Carboplatin.CSNK2A1_2,20.15778
SW900,Carboplatin.CSNK2A1_2,-14.667
A549,CSNK2A1_2.Gemcitabine,-23.76963
Calu-3,CSNK2A1_2.Gemcitabine,-27.84904
DMS-114,CSNK2A1_2.Gemcitabine,-50.52303
NCI-H1563,CSNK2A1_2.Gemcitabine,17.32884
NCI-H1793,CSNK2A1_2.Gemcitabine,14.38863
NCI-H1975,CSNK2A1_2.Gemcitabine,1.735899
NCI-H2170,CSNK2A1_2.Gemcitabine,-53.60858
NCI-H2228,CSNK2A1_2.Gemcitabine,21.12582
NCI-H226,CSNK2A1_2.Gemcitabine,15.58256
NCI-H2291,CSNK2A1_2.Gemcitabine,3.564371
NCI-H23,CSNK2A1_2.Gemcitabine,-25.08975
NCI-H3122,CSNK2A1_2.Gemcitabine,-10.6735
NCI-H520,CSNK2A1_2.Gemcitabine,-5.089002
NCI-H522,CSNK2A1_2.Gemcitabine,-11.43911
Calu-3,CSNK2A1_2.SYK,-13.90905
DMS-114,CSNK2A1_2.SYK,-9.067485
NCI-H1299,CSNK2A1_2.SYK,0.7799228
NCI-H1563,CSNK2A1_2.SYK,48.97047
NCI-H1703,CSNK2A1_2.SYK,-9.171456
NCI-H1793,CSNK2A1_2.SYK,61.05855
NCI-H1975,CSNK2A1_2.SYK,5.26699
NCI-H2170,CSNK2A1_2.SYK,39.0889
NCI-H226,CSNK2A1_2.SYK,29.06598
NCI-H3122,CSNK2A1_2.SYK,-41.06185
NCI-H358,CSNK2A1_2.SYK,17.08969
NCI-H520,CSNK2A1_2.SYK,-23.97568
NCI-H522,CSNK2A1_2.SYK,0.1812408
BFTC-905,EG5.PARP1,-2.88879
HT-1197,EG5.PARP1,1.69967
J82,EG5.PARP1,5.014957
KU-19-19,EG5.PARP1,-56.98652
T-24,EG5.PARP1,-0.3504166
TCCSUP,EG5.PARP1,-13.2763
HT-1197,EG5.PIM1,45.1207
HT-1376,EG5.PIM1,3.801649
KU-19-19,EG5.PIM1,-96.59866
SW780,EG5.PIM1,-11.5801
T-24,EG5.PIM1,-3.109833
TCCSUP,EG5.PIM1,2.628383
BT-20,AKT.EGFR,34.64965
BT-549,AKT.EGFR,0.1641945
CAL-51,AKT.EGFR,-4.151493
DU-4475,AKT.EGFR,6.553296
HCC1143,AKT.EGFR,11.71812
HCC1187,AKT.EGFR,4.246545
HCC1937,AKT.EGFR,23.68558
Hs-578-T,AKT.EGFR,-32.31488
MDA-MB-157,AKT.EGFR,3.244543
MDA-MB-436,AKT.EGFR,-3.514158
MDA-MB-468,AKT.EGFR,34.80409
MFM-223,AKT.EGFR,-22.871
BT-20,AKT_1.EGFR,55.06239
CAL-148,AKT_1.EGFR,2.736998
HCC1143,AKT_1.EGFR,23.01569
HCC1187,AKT_1.EGFR,-10.01942
HCC1395,AKT_1.EGFR,9.610014
HCC38,AKT_1.EGFR,22.76305
HCC70,AKT_1.EGFR,47.21543
Hs-578-T,AKT_1.EGFR,-38.83305
MDA-MB-157,AKT_1.EGFR,13.6794
MDA-MB-436,AKT_1.EGFR,12.50661
MDA-MB-453,AKT_1.EGFR,35.65096
MDA-MB-468,AKT_1.EGFR,69.06695
BT-20,BCL2_BCL2L1.EGFR,10.4119
BT-549,BCL2_BCL2L1.EGFR,-8.253868
CAL-51,BCL2_BCL2L1.EGFR,45.68423
HCC1143,BCL2_BCL2L1.EGFR,11.50638
HCC1187,BCL2_BCL2L1.EGFR,-8.017595
HCC1395,BCL2_BCL2L1.EGFR,25.22752
HCC1428,BCL2_BCL2L1.EGFR,-0.2366701
HCC38,BCL2_BCL2L1.EGFR,5.717349
HCC70,BCL2_BCL2L1.EGFR,-17.26343
MDA-MB-231,BCL2_BCL2L1.EGFR,14.30364
MDA-MB-453,BCL2_BCL2L1.EGFR,35.51502
MFM-223,BCL2_BCL2L1.EGFR,-32.75178
BT-20,EGFR.FGFR,19.19952
BT-549,EGFR.FGFR,-3.295388
CAL-148,EGFR.FGFR,-47.35924
CAL-51,EGFR.FGFR,29.09108
CAMA-1,EGFR.FGFR,-17.92891
HCC1395,EGFR.FGFR,51.98533
HCC1428,EGFR.FGFR,-32.0158
HCC1937,EGFR.FGFR,30.0064
HCC70,EGFR.FGFR,-12.35887
Hs-578-T,EGFR.FGFR,9.532939
MDA-MB-157,EGFR.FGFR,14.61433
MDA-MB-231,EGFR.FGFR,-8.43381
MFM-223,EGFR.FGFR,-0.4352172
M14,EGFR.FGFR,-4.760586
BT-20,EGFR.MAP2K_1,53.61903
BT-549,EGFR.MAP2K_1,-5.554851
CAL-120,EGFR.MAP2K_1,6.416326
CAL-148,EGFR.MAP2K_1,-4.482228
CAL-51,EGFR.MAP2K_1,3.35151
CAMA-1,EGFR.MAP2K_1,17.71496
HCC1428,EGFR.MAP2K_1,-30.01339
Hs-578-T,EGFR.MAP2K_1,-27.19919
MDA-MB-231,EGFR.MAP2K_1,20.14626
MDA-MB-453,EGFR.MAP2K_1,-18.64662
MDA-MB-468,EGFR.MAP2K_1,100.9543
M14,EGFR.MAP2K_1,32.81099
BT-474,AKT_1.EGFR_2,43.64678
